Country Name,Continent,Image URL,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Burundi,Africa,https://flagcdn.com/w80/bi.png,BDI,2764264.0,2835122.0,2907944.0,2969842.0,3055655.0,3141371.0,3217962.0,3300698.0,3380389.0,3454598.0,3530430.0,3617296.0,3617133.0,3611994.0,3703605.0,3796617.0,3882627.0,3983584.0,4100343.0,4203530.0,4383713.0,4566017.0,4681396.0,4808531.0,4926480.0,5034044.0,5129423.0,5247791.0,5365332.0,5471704.0,5587053.0,5703861.0,5858404.0,5676848.0,5713858.0,6066321.0,6070509.0,6070038.0,6187113.0,6337155.0,6470196.0,6634368.0,6824140.0,7043158.0,7310656.0,7587304.0,7865546.0,8161879.0,8505644.0,8947653.0,9376447.0,9717980.0,10071034.0,10439345.0,10799790.0,11047580.0,11239458.0,11506765.0,11859444.0,12255339.0,12617042.0,12965487.0
Cambodia,Asia,https://flagcdn.com/w80/kh.png,KHM,5449962.0,5571175.0,5697560.0,5823011.0,5946186.0,6072288.0,6201237.0,6332946.0,6467324.0,6604731.0,6639187.0,6620880.0,6673891.0,6739737.0,6783251.0,6581374.0,6134988.0,5668561.0,5211654.0,5088812.0,5199873.0,5284494.0,5436436.0,5636208.0,5845115.0,6043781.0,6285698.0,6557972.0,6812011.0,7073472.0,7374754.0,7686856.0,8113084.0,8616384.0,9239158.0,10018498.0,10801268.0,11570986.0,12058181.0,12265733.0,12462343.0,12658486.0,12855249.0,13050978.0,13244739.0,13439204.0,13639030.0,13841775.0,14053479.0,14276819.0,14500732.0,14722587.0,14945090.0,15170212.0,15396771.0,15623253.0,15852802.0,16073374.0,16274521.0,16481304.0,16725482.0,16974308.0
Cameroon,Africa,https://flagcdn.com/w80/cm.png,CMR,5159059.0,5239280.0,5338627.0,5456615.0,5578260.0,5704687.0,5837300.0,5977314.0,6125861.0,6283472.0,6449796.0,6624414.0,6806873.0,6996661.0,7193590.0,7397124.0,7597963.0,7796510.0,8011918.0,8239640.0,8512216.0,8816378.0,9028677.0,9215395.0,9475084.0,9761726.0,10060342.0,10370753.0,10684973.0,11002748.0,11331825.0,11667184.0,12006362.0,12353131.0,12704899.0,13058518.0,13414762.0,13775217.0,14144859.0,14525145.0,14912633.0,15309490.0,15725534.0,16160340.0,16610487.0,17074598.0,17550402.0,18049895.0,18574054.0,19113979.0,19668064.0,20232312.0,20809531.0,21402379.0,22059894.0,22763419.0,23454167.0,24128608.0,24806379.0,25506096.0,26210566.0,26915764.0
Canada,Americas,https://flagcdn.com/w80/ca.png,CAN,17898792.0,18263079.0,18613596.0,18964256.0,19321670.0,19685519.0,20053665.0,20408776.0,20734171.0,21037620.0,21440020.0,21895693.0,22230876.0,22512230.0,22824083.0,23148980.0,23455783.0,23730341.0,23978742.0,24237173.0,24533779.0,24844977.0,25140164.0,25412604.0,25670376.0,25927463.0,26211035.0,26540914.0,26927938.0,27366047.0,27789436.0,28157153.0,28500065.0,28830635.0,29147382.0,29459136.0,29767210.0,30059087.0,30329968.0,30599458.0,30891800.0,31213577.0,31535580.0,31836484.0,32132680.0,32440173.0,32759174.0,33092172.0,33449089.0,33826369.0,34196901.0,34555450.0,34922512.0,35293420.0,35634265.0,35962236.0,36353345.0,36808500.0,37294997.0,37782931.0,38171901.0,38454058.0
Cabo Verde,Africa,https://flagcdn.com/w80/cv.png,CPV,210033.0,215096.0,221930.0,229384.0,237018.0,244867.0,252989.0,261405.0,270171.0,279255.0,287895.0,294052.0,297387.0,299890.0,302579.0,305857.0,309462.0,312844.0,316161.0,319486.0,323311.0,327860.0,332731.0,337660.0,342511.0,347370.0,352320.0,357307.0,362338.0,367820.0,375436.0,384603.0,393427.0,401976.0,410231.0,418117.0,425592.0,432803.0,439790.0,446529.0,453334.0,460300.0,467055.0,473384.0,479377.0,485127.0,490727.0,496195.0,501363.0,506149.0,509794.0,511453.0,511966.0,512232.0,512334.0,512405.0,512556.0,512899.0,513417.0,514116.0,514684.0,516655.0
Cayman Islands,Americas,https://flagcdn.com/w80/ky.png,CYM,8449.0,8620.0,8802.0,8992.0,9190.0,9379.0,9585.0,9792.0,9993.0,10186.0,10541.0,11119.0,11786.0,12459.0,13135.0,13811.0,14477.0,15130.0,15746.0,16376.0,17102.0,17923.0,18776.0,19620.0,20480.0,21349.0,22220.0,23095.0,23969.0,24900.0,26023.0,27315.0,28642.0,29998.0,31379.0,32764.0,34168.0,35568.0,36949.0,38304.0,39699.0,41109.0,42534.0,43951.0,45371.0,46809.0,48252.0,49709.0,51175.0,52638.0,54119.0,55630.0,57153.0,58678.0,60179.0,61665.0,63122.0,64562.0,65963.0,67346.0,68701.0,70126.0
Central African Republic,Africa,https://flagcdn.com/w80/cf.png,CAF,1702348.0,1734583.0,1768125.0,1803068.0,1839583.0,1877858.0,1918090.0,1960449.0,2005102.0,2051518.0,2097514.0,2141456.0,2183774.0,2226007.0,2269345.0,2313924.0,2348567.0,2372931.0,2397964.0,2423799.0,2450536.0,2478412.0,2507374.0,2537409.0,2568610.0,2600939.0,2634263.0,2669153.0,2713968.0,2783977.0,2871915.0,2963195.0,3058837.0,3157841.0,3257957.0,3348061.0,3435973.0,3531700.0,3628834.0,3729453.0,3833422.0,3919497.0,4006080.0,4103091.0,4192828.0,4288813.0,4377583.0,4462777.0,4558988.0,4529051.0,4493001.0,4565022.0,4610848.0,4642424.0,4623188.0,4629323.0,4713663.0,4793511.0,4878664.0,4944707.0,5026629.0,5112102.0
Chad,Africa,https://flagcdn.com/w80/td.png,TCD,3049842.0,3111955.0,3175599.0,3240908.0,3307482.0,3374220.0,3440906.0,3508516.0,3578231.0,3651122.0,3727836.0,3807326.0,3893254.0,3985912.0,4078362.0,4167236.0,4251298.0,4331668.0,4411369.0,4505385.0,4515462.0,4520966.0,4738483.0,4979136.0,5045154.0,5096273.0,5251074.0,5438312.0,5625603.0,5819589.0,5982839.0,6205686.0,6474652.0,6629147.0,6783455.0,7089064.0,7410108.0,7670372.0,7938842.0,8222711.0,8512092.0,8804121.0,9116194.0,9487830.0,9920036.0,10328095.0,10706425.0,11081667.0,11476300.0,11893752.0,12312582.0,12755003.0,13211007.0,13691081.0,14188681.0,14647625.0,15114649.0,15622758.0,16156535.0,16685223.0,17224685.0,17828274.0
Chile,Americas,https://flagcdn.com/w80/cl.png,CHL,8153356.0,8324804.0,8497067.0,8670149.0,8842538.0,9012943.0,9181729.0,9348941.0,9514714.0,9680281.0,9845344.0,10009696.0,10174680.0,10340364.0,10505818.0,10671564.0,10838249.0,11005519.0,11172693.0,11339778.0,11508552.0,11678712.0,11850214.0,12026137.0,12207732.0,12395274.0,12588923.0,12790156.0,12999429.0,13215015.0,13437178.0,13662481.0,13884580.0,14102276.0,14316262.0,14527382.0,14734050.0,14932435.0,15127801.0,15319309.0,15503637.0,15683853.0,15857924.0,16024753.0,16187322.0,16348781.0,16509198.0,16671572.0,16838987.0,17009728.0,17181462.0,17351811.0,17519114.0,17687006.0,17864191.0,18047628.0,18267225.0,18558865.0,18893186.0,19197747.0,19370619.0,19456323.0
China,Asia,https://flagcdn.com/w80/cn.png,CHN,654802066.0,655773482.0,665073692.0,684552645.0,704798265.0,723415737.0,742402209.0,761026025.0,781011031.0,802140343.0,823308968.0,844069870.0,863677811.0,882576941.0,900307583.0,916116795.0,930372293.0,943546379.0,956161484.0,969288069.0,983163545.0,997721068.0,1013588169.0,1029064952.0,1043849645.0,1059807821.0,1077233612.0,1096217446.0,1115244161.0,1133991005.0,1153582718.0,1170788527.0,1184574240.0,1197308569.0,1209003100.0,1220133927.0,1230944812.0,1241139619.0,1250847121.0,1260176650.0,1269581164.0,1278725057.0,1286866839.0,1294517315.0,1302100319.0,1310027138.0,1318054037.0,1325813580.0,1333821009.0,1342522709.0,1351561511.0,1360250657.0,1369520865.0,1379008046.0,1387951973.0,1396134164.0,1404052626.0,1412354742.0,1419008963.0,1423520354.0,1426106083.0,1426437276.0
Colombia,Americas,https://flagcdn.com/w80/co.png,COL,15606208.0,16095207.0,16599029.0,17113825.0,17637416.0,18169052.0,18702692.0,19235624.0,19766801.0,20291938.0,20811790.0,21319101.0,21819571.0,22325375.0,22833475.0,23344650.0,23858814.0,24393499.0,24950341.0,25515626.0,26104502.0,26713266.0,27338334.0,27988176.0,28642689.0,29268471.0,29879114.0,30499472.0,31130528.0,31776281.0,32440064.0,33098371.0,33760570.0,34441479.0,35127408.0,35804671.0,36462740.0,37121156.0,37792170.0,38454863.0,39089939.0,39709264.0,40324683.0,40937426.0,41543177.0,42128977.0,42691081.0,43235374.0,43758804.0,44271541.0,44777325.0,45259614.0,45715807.0,46151584.0,46565426.0,46969937.0,47437513.0,48131076.0,49024463.0,49907987.0,50629997.0,51188174.0
Comoros,Africa,https://flagcdn.com/w80/km.png,COM,197710.0,201209.0,204713.0,208198.0,211650.0,214981.0,218672.0,223869.0,230256.0,237006.0,244197.0,251878.0,260084.0,268829.0,278084.0,287703.0,297549.0,307589.0,317696.0,327804.0,337728.0,347393.0,357149.0,367242.0,377644.0,388356.0,399328.0,410444.0,421697.0,433106.0,444602.0,455564.0,465119.0,473682.0,482148.0,490594.0,499113.0,507779.0,516606.0,525891.0,536084.0,547221.0,558928.0,569808.0,580711.0,592677.0,604752.0,616933.0,629314.0,641947.0,654845.0,668064.0,681637.0,696202.0,711511.0,726685.0,741745.0,756672.0,771596.0,786583.0,802172.0,818178.0
"Congo, Rep.",Africa,https://flagcdn.com/w80/cg.png,COG,1056737.0,1084395.0,1113181.0,1143269.0,1174822.0,1207887.0,1242543.0,1278697.0,1316525.0,1356187.0,1397640.0,1441048.0,1486478.0,1533684.0,1582304.0,1627032.0,1667234.0,1707571.0,1748096.0,1788525.0,1828990.0,1869766.0,1910431.0,1950327.0,1999533.0,2059316.0,2120606.0,2183479.0,2247655.0,2313562.0,2380562.0,2449235.0,2519467.0,2595126.0,2673148.0,2749464.0,2826786.0,2887861.0,2952063.0,3032875.0,3151349.0,3272542.0,3350772.0,3445757.0,3565564.0,3696399.0,3837410.0,3980430.0,4113514.0,4281219.0,4462303.0,4609728.0,4740456.0,4857106.0,4975887.0,5097583.0,5222545.0,5351012.0,5483129.0,5616656.0,5752791.0,5892186.0
Costa Rica,Americas,https://flagcdn.com/w80/cr.png,CRI,1327499.0,1377918.0,1429446.0,1481606.0,1533966.0,1586215.0,1638122.0,1689533.0,1739732.0,1789282.0,1838949.0,1888549.0,1938261.0,1988349.0,2039649.0,2092715.0,2147772.0,2205036.0,2264517.0,2326491.0,2390640.0,2456643.0,2524811.0,2595155.0,2667597.0,2741904.0,2817219.0,2892698.0,2968102.0,3043826.0,3121707.0,3202181.0,3284261.0,3367436.0,3451122.0,3535181.0,3619014.0,3701712.0,3782840.0,3862104.0,3937737.0,4008950.0,4075712.0,4138790.0,4200080.0,4261240.0,4321339.0,4380249.0,4440057.0,4499788.0,4555965.0,4609834.0,4663932.0,4716153.0,4767126.0,4818044.0,4867002.0,4913177.0,4957814.0,4999551.0,5034323.0,5059992.0
Côte d'Ivoire,Africa,https://flagcdn.com/w80/ci.png,CIV,3673672.0,3810152.0,3956947.0,4112069.0,4273955.0,4442383.0,4617523.0,4799743.0,4990025.0,5192227.0,5411572.0,5650874.0,5909722.0,6184950.0,6474062.0,6776303.0,7057962.0,7321955.0,7603136.0,7902267.0,8220717.0,8556599.0,8907942.0,9272742.0,9650521.0,10040486.0,10440923.0,10851480.0,11275194.0,11719772.0,12189781.0,12683875.0,13200312.0,13735955.0,14287212.0,14855566.0,15442322.0,16047178.0,16663948.0,17215937.0,17699006.0,18178920.0,18654774.0,19125546.0,19594996.0,20068468.0,20546810.0,21030560.0,21514445.0,21997937.0,22488068.0,22982002.0,23467082.0,23939775.0,24527392.0,25246346.0,25989404.0,26733377.0,27464175.0,28193014.0,28915452.0,29639735.0
Croatia,Europe,https://flagcdn.com/w80/hr.png,HRV,4200270.0,4223430.0,4255018.0,4287270.0,4317758.0,4346709.0,4374306.0,4400269.0,4423830.0,4444450.0,4462674.0,4480164.0,4497888.0,4515758.0,4533947.0,4552728.0,4571752.0,4590624.0,4609024.0,4626954.0,4643902.0,4664260.0,4689152.0,4712881.0,4734488.0,4754551.0,4773057.0,4790207.0,4806030.0,4820726.0,4835068.0,4825159.0,4782238.0,4729737.0,4675515.0,4619361.0,4562291.0,4504629.0,4445669.0,4385822.0,4326105.0,4301078.0,4305783.0,4306682.0,4310054.0,4313946.0,4315802.0,4315957.0,4314634.0,4310537.0,4301152.0,4280827.0,4259234.0,4242404.0,4219485.0,4183732.0,4136438.0,4079198.0,4024868.0,3986338.0,3953957.0,3924607.0
Cuba,Americas,https://flagcdn.com/w80/cu.png,CUB,7238084.0,7387120.0,7541103.0,7701664.0,7866017.0,8030807.0,8193452.0,8352628.0,8509525.0,8666637.0,8824387.0,8979089.0,9123896.0,9255331.0,9374184.0,9479727.0,9571239.0,9648442.0,9711983.0,9763358.0,9804798.0,9849325.0,9912682.0,9991027.0,10073306.0,10157229.0,10244250.0,10335337.0,10432589.0,10533248.0,10631797.0,10717639.0,10785807.0,10841040.0,10886022.0,10925362.0,10962011.0,10997932.0,11034717.0,11072229.0,11109111.0,11144132.0,11177421.0,11209378.0,11238755.0,11262552.0,11278550.0,11287273.0,11291764.0,11294716.0,11297413.0,11301577.0,11303173.0,11298163.0,11285781.0,11275068.0,11265614.0,11247825.0,11227118.0,11202847.0,11176349.0,11122169.0
Curacao,Americas,https://flagcdn.com/w80/cuw.png,CUW,132198.0,134313.0,136469.0,138534.0,140541.0,142472.0,144331.0,146111.0,147814.0,149407.0,150885.0,152199.0,153294.0,154097.0,154691.0,155208.0,155634.0,155977.0,156266.0,156492.0,156664.0,156804.0,156850.0,156838.0,156798.0,156712.0,156598.0,156455.0,156259.0,156032.0,155750.0,155457.0,155101.0,154504.0,153677.0,152704.0,151584.0,150316.0,148873.0,147276.0,145541.0,144758.0,145908.0,147921.0,149805.0,151325.0,152518.0,153673.0,154783.0,155834.0,156884.0,158572.0,160905.0,163122.0,165041.0,166620.0,167790.0,168524.0,181593.0,189556.0,185026.0,185324.0
Cyprus,Asia,https://flagcdn.com/w80/cy.png,CYP,586494.0,595522.0,601471.0,607254.0,612531.0,617743.0,623392.0,629253.0,635164.0,641195.0,647444.0,654058.0,661068.0,665945.0,663265.0,659408.0,662044.0,667104.0,672258.0,677550.0,683082.0,688895.0,696503.0,707223.0,719345.0,731290.0,743116.0,754796.0,766239.0,777429.0,788354.0,798950.0,810343.0,826042.0,844669.0,862698.0,880296.0,897576.0,914552.0,931236.0,947667.0,964129.0,981443.0,999602.0,1017877.0,1036156.0,1054425.0,1072726.0,1091028.0,1109377.0,1127825.0,1146492.0,1165402.0,1183899.0,1201807.0,1219504.0,1237116.0,1254273.0,1270743.0,1286669.0,1302250.0,1317312.0
Czech Republic,Europe,https://flagcdn.com/w80/cz.png,CZE,9541603.0,9573387.0,9597462.0,9627332.0,9668744.0,9706844.0,9736243.0,9758986.0,9775114.0,9787791.0,9801251.0,9822783.0,9858071.0,9906212.0,9965950.0,10030787.0,10092942.0,10149370.0,10200749.0,10246154.0,10275404.0,10289517.0,10299007.0,10302947.0,10303815.0,10305142.0,10304373.0,10303423.0,10305448.0,10305609.0,10301990.0,10304419.0,10312449.0,10320402.0,10322332.0,10312040.0,10296139.0,10280049.0,10265431.0,10251383.0,10236809.0,10231941.0,10239474.0,10248907.0,10261454.0,10280158.0,10304594.0,10337541.0,10378296.0,10420986.0,10464035.0,10495508.0,10507338.0,10511164.0,10517222.0,10524419.0,10531947.0,10541343.0,10548935.0,10554871.0,10550130.0,10530683.0
"Congo, Dem. Rep.",Africa,https://flagcdn.com/w80/cd.png,COD,15264853.0,15662373.0,16075729.0,16507610.0,16955331.0,17427807.0,17931934.0,18462788.0,19012194.0,19570447.0,20137441.0,20695567.0,21251166.0,21827664.0,22418884.0,23021102.0,23624033.0,24229060.0,24992693.0,25886782.0,26711097.0,27500518.0,28338194.0,29250968.0,30245089.0,31264819.0,32265203.0,33298910.0,34382755.0,35486865.0,36684066.0,37925828.0,39228908.0,40656338.0,42626874.0,44433718.0,45296126.0,46029908.0,47297596.0,48912973.0,50507444.0,52132648.0,53750528.0,55343873.0,56997741.0,58775726.0,60615907.0,62477753.0,64390658.0,66412040.0,68563037.0,70849311.0,73254623.0,75789395.0,78403248.0,81035535.0,83956415.0,87083400.0,90047647.0,92947450.0,95989999.0,99148931.0
Denmark,Europe,https://flagcdn.com/w80/dk.png,DNK,4579349.0,4611357.0,4647466.0,4684268.0,4721889.0,4758838.0,4797200.0,4835223.0,4864801.0,4891800.0,4928676.0,4963062.0,4991568.0,5021765.0,5045638.0,5060403.0,5072804.0,5088574.0,5104342.0,5116861.0,5123078.0,5121628.0,5117897.0,5114468.0,5111830.0,5113878.0,5120691.0,5127135.0,5129650.0,5132717.0,5141025.0,5154346.0,5171371.0,5188639.0,5206190.0,5233363.0,5263072.0,5285041.0,5304264.0,5321814.0,5339660.0,5358825.0,5375966.0,5390622.0,5404594.0,5419551.0,5437421.0,5461604.0,5493766.0,5523168.0,5547866.0,5570846.0,5591912.0,5615334.0,5643793.0,5683698.0,5728198.0,5765168.0,5793825.0,5814619.0,5831530.0,5856773.0
Djibouti,Africa,https://flagcdn.com/w80/dj.png,DJI,86038.0,89407.0,93305.0,97887.0,103214.0,109107.0,115284.0,121659.0,128263.0,136092.0,145188.0,155152.0,166267.0,178460.0,192621.0,209922.0,230747.0,254630.0,280042.0,304525.0,325821.0,343056.0,356887.0,369560.0,384072.0,402690.0,426344.0,454407.0,484530.0,523362.0,579544.0,631098.0,626017.0,614247.0,626717.0,633075.0,648355.0,671826.0,699355.0,724228.0,747326.0,771313.0,795577.0,813528.0,826132.0,839173.0,855767.0,874531.0,892739.0,911523.0,930251.0,948566.0,966753.0,984832.0,1002720.0,1020315.0,1037660.0,1054842.0,1071886.0,1088708.0,1105194.0,1121251.0
Dominica,Americas,https://flagcdn.com/w80/dm.png,DMA,59385.0,60231.0,60968.0,61759.0,62600.0,63521.0,64519.0,65598.0,66750.0,67956.0,68928.0,69547.0,70071.0,70600.0,71105.0,71589.0,72037.0,72425.0,72740.0,72978.0,73101.0,73005.0,72704.0,72385.0,72075.0,71767.0,71426.0,71044.0,70626.0,70171.0,69644.0,69321.0,69342.0,69453.0,69494.0,69490.0,69421.0,69315.0,69144.0,68883.0,68527.0,68300.0,68386.0,68552.0,68662.0,68747.0,68823.0,68861.0,68864.0,68881.0,68872.0,69072.0,69134.0,69733.0,70385.0,70429.0,69628.0,68514.0,68193.0,67901.0,67589.0,67223.0
Dominican Republic,Americas,https://flagcdn.com/w80/do.png,DOM,3268340.0,3373237.0,3479941.0,3588294.0,3698561.0,3808966.0,3921850.0,4038934.0,4157193.0,4277039.0,4399292.0,4524240.0,4651893.0,4782235.0,4914198.0,5046781.0,5180404.0,5315444.0,5451892.0,5589692.0,5729043.0,5868456.0,6007116.0,6147244.0,6289048.0,6430404.0,6571214.0,6712518.0,6855738.0,7002300.0,7151163.0,7299850.0,7447475.0,7594567.0,7741694.0,7888122.0,8032894.0,8174082.0,8310370.0,8446206.0,8584196.0,8720288.0,8852232.0,8980626.0,9104889.0,9225036.0,9341187.0,9455662.0,9573136.0,9695269.0,9820181.0,9945622.0,10070410.0,10193837.0,10315524.0,10434826.0,10551430.0,10666846.0,10782049.0,10894043.0,11008297.0,11123480.0
Timor-Leste,Asia,https://flagcdn.com/w80/tl.png,TLS,468130.0,475300.0,482782.0,490572.0,498661.0,507041.0,515697.0,524651.0,533881.0,543361.0,553080.0,562974.0,572973.0,582862.0,590832.0,598170.0,607629.0,618320.0,628780.0,638724.0,649877.0,660503.0,669156.0,677705.0,686787.0,696671.0,707190.0,718487.0,730752.0,744861.0,760348.0,778287.0,799322.0,821444.0,844502.0,868152.0,892288.0,917188.0,942538.0,834698.0,745095.0,812252.0,879170.0,916878.0,929081.0,948310.0,976611.0,1004897.0,1032432.0,1058784.0,1084687.0,1110212.0,1134888.0,1158695.0,1181913.0,1205134.0,1228315.0,1251710.0,1275965.0,1300943.0,1326051.0,1350142.0
Ecuador,Americas,https://flagcdn.com/w80/ec.png,ECU,4590893.0,4722335.0,4859271.0,5001722.0,5149926.0,5303960.0,5463749.0,5629059.0,5799683.0,5975235.0,6155392.0,6340056.0,6529040.0,6722035.0,6918570.0,7118259.0,7320911.0,7526825.0,7736176.0,7948871.0,8165882.0,8386911.0,8611296.0,8840425.0,9074784.0,9311151.0,9545999.0,9779290.0,10010804.0,10241859.0,10473674.0,10702378.0,10930127.0,11154282.0,11372196.0,11590519.0,11810954.0,12031128.0,12251188.0,12470799.0,12689214.0,12910737.0,13138473.0,13372303.0,13608699.0,13846163.0,14086139.0,14328783.0,14575202.0,14825961.0,15076695.0,15326231.0,15572194.0,15807130.0,16035126.0,16266228.0,16505141.0,16759517.0,17049542.0,17340017.0,17546058.0,17682454.0
Egypt,Africa,https://flagcdn.com/w80/eg.png,EGY,26896481.0,27600904.0,28337015.0,29091868.0,29858924.0,30629174.0,31406543.0,32196366.0,32998321.0,33811619.0,34623990.0,35433371.0,36258327.0,37102042.0,37969664.0,38875328.0,39795558.0,40748879.0,41761437.0,42818635.0,43950414.0,45147227.0,46407613.0,47786402.0,49247335.0,50734974.0,52206295.0,53674436.0,55187678.0,56710641.0,58396625.0,60029001.0,61480663.0,62915681.0,64285594.0,65652622.0,67028046.0,68431737.0,69943298.0,71520952.0,73083287.0,74652034.0,76239138.0,77853549.0,79477439.0,81101013.0,82700405.0,84276227.0,85864791.0,87501636.0,89196070.0,91093068.0,93161001.0,95333551.0,97528656.0,99597333.0,101644586.0,103696057.0,105682093.0,107553159.0,109315119.0,110957004.0
El Salvador,Americas,https://flagcdn.com/w80/sv.png,SLV,2791451.0,2870023.0,2949210.0,3028678.0,3111893.0,3199474.0,3290962.0,3385192.0,3480774.0,3576489.0,3668797.0,3757531.0,3846835.0,3938073.0,4029676.0,4120450.0,4210313.0,4301260.0,4394126.0,4480387.0,4540380.0,4570603.0,4622476.0,4707369.0,4798002.0,4894704.0,4992771.0,5092444.0,5195828.0,5298976.0,5399729.0,5495080.0,5585611.0,5659958.0,5714140.0,5762134.0,5805284.0,5844577.0,5880786.0,5913908.0,5943366.0,5968058.0,5986629.0,5998595.0,6004673.0,6005583.0,6002322.0,6009819.0,6029301.0,6048284.0,6068252.0,6090128.0,6113976.0,6138845.0,6162953.0,6183674.0,6200805.0,6213537.0,6219801.0,6222316.0,6234680.0,6255781.0
Equatorial Guinea,Africa,https://flagcdn.com/w80/gq.png,GNQ,269813.0,274906.0,280293.0,285973.0,291955.0,298248.0,304867.0,311814.0,318853.0,322526.0,320812.0,315945.0,309474.0,302292.0,294959.0,287912.0,281043.0,276785.0,276533.0,279847.0,288651.0,303261.0,322226.0,343431.0,364905.0,385551.0,404741.0,422529.0,439658.0,456821.0,474288.0,492219.0,510776.0,530029.0,550147.0,571273.0,593495.0,616898.0,641478.0,667221.0,703286.0,749835.0,797968.0,847866.0,899924.0,947369.0,990350.0,1036053.0,1084538.0,1135684.0,1189096.0,1241843.0,1293484.0,1346220.0,1399829.0,1453926.0,1508193.0,1562401.0,1616425.0,1670184.0,1716479.0,1758796.0
Eritrea,Africa,https://flagcdn.com/w80/er.png,ERI,972557.0,995576.0,1019789.0,1045096.0,1071296.0,1098338.0,1124958.0,1152344.0,1181743.0,1212004.0,1243456.0,1276160.0,1309248.0,1342678.0,1375687.0,1408217.0,1443811.0,1482566.0,1522383.0,1563336.0,1605801.0,1649946.0,1695464.0,1736164.0,1771737.0,1807814.0,1845169.0,1888672.0,1938264.0,1987020.0,2032748.0,1919574.0,1798751.0,1856017.0,1913920.0,2025272.0,2128465.0,2152146.0,2180424.0,2212783.0,2247036.0,2312083.0,2392981.0,2493905.0,2598288.0,2661217.0,2703500.0,2743228.0,2816331.0,2887888.0,2945185.0,2998493.0,3036999.0,3074366.0,3095169.0,3105554.0,3124699.0,3150351.0,3192763.0,3240195.0,3291277.0,3350184.0
Estonia,Europe,https://flagcdn.com/w80/ee.png,EST,1220465.0,1235170.0,1249634.0,1263755.0,1278342.0,1292805.0,1306445.0,1320059.0,1334308.0,1348697.0,1361873.0,1374524.0,1387215.0,1399343.0,1411552.0,1423506.0,1434868.0,1446570.0,1458230.0,1468020.0,1476465.0,1485343.0,1494911.0,1505247.0,1515614.0,1525281.0,1535594.0,1547259.0,1559099.0,1567590.0,1570310.0,1565380.0,1540213.0,1504344.0,1475716.0,1452776.0,1434655.0,1421494.0,1411206.0,1403579.0,1397001.0,1388174.0,1379438.0,1370849.0,1362682.0,1354847.0,1346884.0,1340709.0,1337078.0,1334528.0,1331450.0,1327366.0,1322616.0,1317921.0,1314456.0,1314581.0,1315850.0,1317432.0,1321971.0,1326821.0,1329674.0,1331750.0
Eswatini,Africa,https://flagcdn.com/w80/sz.png,SWZ,345340.0,353264.0,361376.0,369768.0,378659.0,388341.0,398774.0,409044.0,419154.0,429884.0,441223.0,453192.0,465791.0,479042.0,493003.0,507676.0,523339.0,540353.0,558447.0,577210.0,596657.0,616816.0,637656.0,658957.0,680789.0,706206.0,734738.0,763813.0,799806.0,837811.0,872436.0,908193.0,943424.0,971326.0,971220.0,970436.0,989847.0,1006648.0,1019657.0,1030785.0,1041428.0,1051066.0,1059456.0,1066706.0,1073168.0,1079021.0,1084443.0,1090712.0,1098098.0,1105157.0,1111650.0,1117845.0,1123869.0,1129999.0,1136305.0,1142823.0,1149516.0,1158197.0,1168931.0,1179885.0,1192733.0,1206599.0
Ethiopia,Africa,https://flagcdn.com/w80/et.png,ETH,21376688.0,21906100.0,22465125.0,23051640.0,23666546.0,24310614.0,24952688.0,25620283.0,26337932.0,27072574.0,27829135.0,28600114.0,29374610.0,30166789.0,30957277.0,31723255.0,32534429.0,33167276.0,33734601.0,34238655.0,34428516.0,35304011.0,36701294.0,37740821.0,38735728.0,39842135.0,41037658.0,42460039.0,44150832.0,45879686.0,47609762.0,49717202.0,51853754.0,53708892.0,55611512.0,57537340.0,59467640.0,61404542.0,63363523.0,65374562.0,67411495.0,69487768.0,71635520.0,73832663.0,76077212.0,78367475.0,80703494.0,83103219.0,85543671.0,88007639.0,90538520.0,93149977.0,95798770.0,98438750.0,101115615.0,103867140.0,106718161.0,109666482.0,112664155.0,115737385.0,118917671.0,122138590.0
Faroe Islands,Europe,https://flagcdn.com/w80/fo.png,FRO,34150.0,34580.0,34988.0,35412.0,35866.0,36372.0,36840.0,37225.0,37586.0,37929.0,38293.0,38723.0,39199.0,39659.0,40134.0,40591.0,41044.0,41487.0,41989.0,42544.0,43092.0,43653.0,44193.0,44695.0,45168.0,45599.0,46028.0,46486.0,46980.0,47536.0,47524.0,46839.0,46043.0,45159.0,44194.0,43863.0,44203.0,44567.0,44920.0,45242.0,45687.0,46262.0,46852.0,47447.0,48040.0,48386.0,48454.0,48498.0,48528.0,48512.0,48189.0,47957.0,48112.0,48296.0,48515.0,48916.0,49554.0,50267.0,51061.0,51868.0,52615.0,53324.0
